C:\Users\Ranit\Anaconda3\python.exe E:/StudyFIle/MLProject/CharSCNN-theano-1/scnn.py
C:\Users\Ranit\Anaconda3\lib\site-packages\sklearn\cross_validation.py:44: DeprecationWarning: This module was deprecated in version 0.18 in favor of the model_selection module into which all the refactored classes and functions are moved. Also note that the interface of the new CV iterators are different from that of this module. This module will be removed in 0.20.
  "This module will be removed in 0.20.", DeprecationWarning)
counter#46 epoch: 1, test mean loss=0.6928757497148195, test accuracy=0.5035

counter#47 epoch: 1, test mean loss=0.6928429124077728, test accuracy=0.5495000000000001

counter#48 epoch: 1, test mean loss=0.6928015973383828, test accuracy=0.5995

counter#49 epoch: 1, test mean loss=0.6928451287485863, test accuracy=0.49650000000000005

counter#50 epoch: 1, test mean loss=0.692736068721418, test accuracy=0.5035

counter#51 epoch: 1, test mean loss=0.6927629405326604, test accuracy=0.5035

counter#52 epoch: 1, test mean loss=0.6927016959902488, test accuracy=0.5415

counter#53 epoch: 1, test mean loss=0.6927411855963788, test accuracy=0.49650000000000005

counter#54 epoch: 1, test mean loss=0.6926264299521441, test accuracy=0.49650000000000005

counter#55 epoch: 1, test mean loss=0.6924834790216575, test accuracy=0.5509999999999999

counter#56 epoch: 1, test mean loss=0.6924064429531664, test accuracy=0.535

counter#57 epoch: 1, test mean loss=0.6922449310509402, test accuracy=0.6295

counter#58 epoch: 1, test mean loss=0.6928438992973902, test accuracy=0.5035

counter#59 epoch: 1, test mean loss=0.6922607404035956, test accuracy=0.5035

counter#60 epoch: 1, test mean loss=0.6923130468454091, test accuracy=0.5035

counter#61 epoch: 1, test mean loss=0.6919543547213349, test accuracy=0.5035

counter#62 epoch: 1, test mean loss=0.6919254872561527, test accuracy=0.5035

counter#63 epoch: 1, test mean loss=0.6916076645265147, test accuracy=0.5035

counter#64 epoch: 1, test mean loss=0.6912337934617575, test accuracy=0.5035

counter#65 epoch: 1, test mean loss=0.6911617302588418, test accuracy=0.5035

counter#66 epoch: 1, test mean loss=0.6916464493625163, test accuracy=0.5035

counter#67 epoch: 1, test mean loss=0.691355777032516, test accuracy=0.5035

counter#68 epoch: 1, test mean loss=0.6917344979662827, test accuracy=0.5035

counter#69 epoch: 1, test mean loss=0.6891904391560304, test accuracy=0.5035

counter#70 epoch: 1, test mean loss=0.6881472976365832, test accuracy=0.628

counter#71 epoch: 1, test mean loss=0.6872711657244653, test accuracy=0.679

counter#72 epoch: 1, test mean loss=0.6862043332861121, test accuracy=0.6769999999999998

counter#73 epoch: 1, test mean loss=0.6853660441220482, test accuracy=0.657

counter#74 epoch: 1, test mean loss=0.6837397689680247, test accuracy=0.648

counter#75 epoch: 1, test mean loss=0.6807992801199154, test accuracy=0.6705

counter#76 epoch: 1, test mean loss=0.6771619181091177, test accuracy=0.6864999999999999

counter#77 epoch: 1, test mean loss=0.6735485675224127, test accuracy=0.6635

counter#78 epoch: 1, test mean loss=0.6694602543442457, test accuracy=0.563

counter#79 epoch: 1, test mean loss=0.6665452959903232, test accuracy=0.5165000000000002

counter#80 epoch: 1, test mean loss=0.6598257629960781, test accuracy=0.5544999999999999

counter#81 epoch: 1, test mean loss=0.6546171785182386, test accuracy=0.5005

counter#82 epoch: 1, test mean loss=0.6454191009557884, test accuracy=0.5125000000000001

counter#83 epoch: 1, test mean loss=0.6327795366813197, test accuracy=0.6829999999999999

counter#84 epoch: 1, test mean loss=0.6229193627321974, test accuracy=0.7119999999999999

counter#85 epoch: 1, test mean loss=0.6111971864394543, test accuracy=0.7219999999999999

counter#86 epoch: 1, test mean loss=0.6034434403033113, test accuracy=0.7219999999999999

counter#87 epoch: 1, test mean loss=0.5926583861835015, test accuracy=0.7145

counter#88 epoch: 1, test mean loss=0.5829459009424401, test accuracy=0.7299999999999998

counter#89 epoch: 1, test mean loss=0.5760859151070117, test accuracy=0.716

counter#90 epoch: 1, test mean loss=0.5715376843593962, test accuracy=0.7190000000000001

counter#91 epoch: 1, test mean loss=0.5693604487474209, test accuracy=0.7225000000000001

counter#92 epoch: 1, test mean loss=0.5618024692226068, test accuracy=0.7065000000000001

counter#93 epoch: 1, test mean loss=0.5562220151861978, test accuracy=0.6975

counter#94 epoch: 1, test mean loss=0.5540608204520229, test accuracy=0.7154999999999998

counter#95 epoch: 1, test mean loss=0.5492340622173371, test accuracy=0.7055

counter#96 epoch: 1, test mean loss=0.5439886616854809, test accuracy=0.7075000000000001

counter#97 epoch: 1, test mean loss=0.5468723632098489, test accuracy=0.7035

counter#98 epoch: 1, test mean loss=0.5376108771049669, test accuracy=0.7200000000000002

counter#99 epoch: 1, test mean loss=0.5385864925295205, test accuracy=0.7230000000000001

counter#100 epoch: 1, test mean loss=0.5489991859454932, test accuracy=0.7175

counter#101 epoch: 1, test mean loss=0.5486725847346552, test accuracy=0.728

counter#102 epoch: 1, test mean loss=0.5407882869376064, test accuracy=0.7275

counter#103 epoch: 1, test mean loss=0.5462518709595112, test accuracy=0.7180000000000002

counter#104 epoch: 1, test mean loss=0.5359080357772761, test accuracy=0.7270000000000001

counter#105 epoch: 1, test mean loss=0.5381142419195852, test accuracy=0.7289999999999999

counter#106 epoch: 1, test mean loss=0.532601503773426, test accuracy=0.7285000000000001

counter#107 epoch: 1, test mean loss=0.5359622190420651, test accuracy=0.7299999999999999

counter#108 epoch: 1, test mean loss=0.5306855006589166, test accuracy=0.728

counter#109 epoch: 1, test mean loss=0.5367330656043344, test accuracy=0.7170000000000001

counter#110 epoch: 1, test mean loss=0.5283276311115856, test accuracy=0.7289999999999999

counter#111 epoch: 1, test mean loss=0.5280366072574878, test accuracy=0.727

counter#112 epoch: 1, test mean loss=0.5288895120278664, test accuracy=0.7274999999999999

counter#113 epoch: 1, test mean loss=0.5278497851273444, test accuracy=0.7275

counter#114 epoch: 1, test mean loss=0.5251199308670209, test accuracy=0.7325000000000002

counter#115 epoch: 1, test mean loss=0.522781325903795, test accuracy=0.7369999999999999

counter#116 epoch: 1, test mean loss=0.5263512315762499, test accuracy=0.7269999999999999

counter#117 epoch: 1, test mean loss=0.5297842675657105, test accuracy=0.7339999999999999

counter#118 epoch: 1, test mean loss=0.5191479968650898, test accuracy=0.7424999999999999

counter#119 epoch: 1, test mean loss=0.5149378890996592, test accuracy=0.7400000000000001

counter#120 epoch: 1, test mean loss=0.516869298930492, test accuracy=0.7375

counter#121 epoch: 1, test mean loss=0.5167543110163331, test accuracy=0.743

counter#122 epoch: 1, test mean loss=0.513757659634839, test accuracy=0.7394999999999999

counter#123 epoch: 1, test mean loss=0.5127991448655489, test accuracy=0.741

counter#124 epoch: 1, test mean loss=0.5122989340260758, test accuracy=0.7415000000000002

counter#125 epoch: 1, test mean loss=0.5086661861740831, test accuracy=0.7435

counter#126 epoch: 1, test mean loss=0.5117482369878936, test accuracy=0.7485000000000002

counter#127 epoch: 1, test mean loss=0.5068467619007568, test accuracy=0.7435

counter#128 epoch: 1, test mean loss=0.5079112068809642, test accuracy=0.741

counter#129 epoch: 1, test mean loss=0.5087473908924319, test accuracy=0.7384999999999999

counter#130 epoch: 1, test mean loss=0.5120780952004171, test accuracy=0.7515000000000001

counter#131 epoch: 1, test mean loss=0.5033971627433383, test accuracy=0.7465000000000002

counter#132 epoch: 1, test mean loss=0.5029987466713668, test accuracy=0.7460000000000002

counter#133 epoch: 1, test mean loss=0.5043387061101937, test accuracy=0.7474999999999999

counter#134 epoch: 1, test mean loss=0.5009195677574565, test accuracy=0.7515

counter#135 epoch: 1, test mean loss=0.500148059811609, test accuracy=0.751

counter#136 epoch: 1, test mean loss=0.5044308194098381, test accuracy=0.759

counter#137 epoch: 1, test mean loss=0.4972667617064013, test accuracy=0.7525000000000001

counter#138 epoch: 1, test mean loss=0.4981067570123744, test accuracy=0.7609999999999999

counter#139 epoch: 1, test mean loss=0.49454560610378956, test accuracy=0.756

counter#140 epoch: 1, test mean loss=0.5028456016871174, test accuracy=0.7565000000000001

counter#141 epoch: 1, test mean loss=0.5118621763546425, test accuracy=0.7445

counter#142 epoch: 1, test mean loss=0.49870920553571657, test accuracy=0.758

counter#143 epoch: 1, test mean loss=0.4952757123631062, test accuracy=0.7625000000000001

counter#144 epoch: 1, test mean loss=0.4911904112790319, test accuracy=0.7625

counter#145 epoch: 1, test mean loss=0.48921542138749513, test accuracy=0.7579999999999998

counter#146 epoch: 1, test mean loss=0.48681518792876133, test accuracy=0.7645

counter#147 epoch: 1, test mean loss=0.48572176329553685, test accuracy=0.7615

counter#148 epoch: 1, test mean loss=0.48485248751229443, test accuracy=0.7649999999999999

counter#149 epoch: 1, test mean loss=0.4866698762856278, test accuracy=0.7599999999999999

counter#150 epoch: 1, test mean loss=0.48638408820705353, test accuracy=0.764

counter#151 epoch: 1, test mean loss=0.4849405927449296, test accuracy=0.764

counter#152 epoch: 1, test mean loss=0.4828361429498037, test accuracy=0.766

counter#153 epoch: 1, test mean loss=0.48027972525350365, test accuracy=0.7669999999999999

counter#154 epoch: 1, test mean loss=0.47843390996496177, test accuracy=0.7655000000000001

counter#155 epoch: 1, test mean loss=0.47885096031703406, test accuracy=0.768

counter#156 epoch: 1, test mean loss=0.4828336537563924, test accuracy=0.7589999999999999

counter#157 epoch: 1, test mean loss=0.4834109713775098, test accuracy=0.7614999999999998

counter#158 epoch: 1, test mean loss=0.47951094718068177, test accuracy=0.7695000000000001

counter#159 epoch: 1, test mean loss=0.4774241997736052, test accuracy=0.7735

counter#160 epoch: 1, test mean loss=0.4776265580487095, test accuracy=0.7724999999999999

counter#161 epoch: 1, test mean loss=0.47302968556464525, test accuracy=0.7715000000000001

counter#162 epoch: 1, test mean loss=0.48054876311651606, test accuracy=0.7705000000000002

counter#163 epoch: 1, test mean loss=0.4800590052203293, test accuracy=0.7710000000000001

counter#164 epoch: 1, test mean loss=0.47501332165365645, test accuracy=0.772

counter#165 epoch: 1, test mean loss=0.47286595509906276, test accuracy=0.7755

counter#166 epoch: 1, test mean loss=0.4722932491681654, test accuracy=0.7750000000000001

counter#167 epoch: 1, test mean loss=0.4725716648455077, test accuracy=0.771

counter#168 epoch: 1, test mean loss=0.47091869101018596, test accuracy=0.7755000000000001

counter#169 epoch: 1, test mean loss=0.4714509853304973, test accuracy=0.7745000000000001

counter#170 epoch: 1, test mean loss=0.4703961029195905, test accuracy=0.7785000000000002

counter#171 epoch: 1, test mean loss=0.474148064773871, test accuracy=0.7755000000000001

counter#172 epoch: 1, test mean loss=0.4704272418961587, test accuracy=0.7755000000000001

counter#173 epoch: 1, test mean loss=0.47119657346493315, test accuracy=0.7685000000000002

counter#174 epoch: 1, test mean loss=0.4690345979954801, test accuracy=0.7755000000000001

counter#175 epoch: 1, test mean loss=0.46792815224410944, test accuracy=0.778

counter#176 epoch: 1, test mean loss=0.4761155856711953, test accuracy=0.7694999999999999

counter#177 epoch: 1, test mean loss=0.4672642157869835, test accuracy=0.774

counter#178 epoch: 1, test mean loss=0.46783077530538586, test accuracy=0.7749999999999998

counter#179 epoch: 1, test mean loss=0.46514717006015277, test accuracy=0.784

counter#180 epoch: 2, test mean loss=0.465772830592592, test accuracy=0.7804999999999999

counter#181 epoch: 2, test mean loss=0.4624891470559727, test accuracy=0.7825

counter#182 epoch: 2, test mean loss=0.4692628956780226, test accuracy=0.7785000000000002

counter#183 epoch: 2, test mean loss=0.46190342701031284, test accuracy=0.7845000000000001

counter#184 epoch: 2, test mean loss=0.4604030143758823, test accuracy=0.786

counter#185 epoch: 2, test mean loss=0.4607549436731076, test accuracy=0.7855000000000001

counter#186 epoch: 2, test mean loss=0.46163448844644445, test accuracy=0.7875000000000001

counter#187 epoch: 2, test mean loss=0.46104144110573353, test accuracy=0.785

counter#188 epoch: 2, test mean loss=0.4599712504862004, test accuracy=0.7849999999999999

counter#189 epoch: 2, test mean loss=0.46366050034932343, test accuracy=0.788

counter#190 epoch: 2, test mean loss=0.4592630650079167, test accuracy=0.7865000000000001

counter#191 epoch: 2, test mean loss=0.4620935005985157, test accuracy=0.7815000000000001

counter#192 epoch: 2, test mean loss=0.4584150597206455, test accuracy=0.784

counter#193 epoch: 2, test mean loss=0.4569782172163305, test accuracy=0.7835000000000002

counter#194 epoch: 2, test mean loss=0.4566717830215115, test accuracy=0.7855000000000001

counter#195 epoch: 2, test mean loss=0.4623916398625079, test accuracy=0.7785000000000001

counter#196 epoch: 2, test mean loss=0.4577191230962255, test accuracy=0.7859999999999998

counter#197 epoch: 2, test mean loss=0.4606907932707599, test accuracy=0.7835

counter#198 epoch: 2, test mean loss=0.45385913463916694, test accuracy=0.7885000000000002

counter#199 epoch: 2, test mean loss=0.4539784528699705, test accuracy=0.7905

counter#200 epoch: 2, test mean loss=0.45086792744210696, test accuracy=0.795

counter#201 epoch: 2, test mean loss=0.45110137456434074, test accuracy=0.7955000000000001

counter#202 epoch: 2, test mean loss=0.45179686204848535, test accuracy=0.793

counter#203 epoch: 2, test mean loss=0.45288164473784953, test accuracy=0.7945

counter#204 epoch: 2, test mean loss=0.45359227980260935, test accuracy=0.7925

counter#205 epoch: 2, test mean loss=0.4537952240296425, test accuracy=0.796

counter#206 epoch: 2, test mean loss=0.45443799545133806, test accuracy=0.7939999999999999

counter#207 epoch: 2, test mean loss=0.4599193071831037, test accuracy=0.786

counter#208 epoch: 2, test mean loss=0.464517307316523, test accuracy=0.7780000000000001

counter#209 epoch: 2, test mean loss=0.45314417662898643, test accuracy=0.7919999999999999

counter#210 epoch: 2, test mean loss=0.45024467633139553, test accuracy=0.7929999999999999

counter#211 epoch: 2, test mean loss=0.4538978966705708, test accuracy=0.7889999999999999

counter#212 epoch: 2, test mean loss=0.4500663631443693, test accuracy=0.7939999999999998

counter#213 epoch: 2, test mean loss=0.4604371297590263, test accuracy=0.7814999999999999

counter#214 epoch: 2, test mean loss=0.4588108626363163, test accuracy=0.783

counter#215 epoch: 2, test mean loss=0.44944369781844895, test accuracy=0.7935000000000001

counter#216 epoch: 2, test mean loss=0.44928269229670076, test accuracy=0.7895000000000001

counter#217 epoch: 2, test mean loss=0.44809076350258836, test accuracy=0.7934999999999999

counter#218 epoch: 2, test mean loss=0.451950477756274, test accuracy=0.7844999999999999

counter#219 epoch: 2, test mean loss=0.45268016802151295, test accuracy=0.7855000000000001

counter#220 epoch: 2, test mean loss=0.45538183331860005, test accuracy=0.7874999999999999

counter#221 epoch: 2, test mean loss=0.45521423373902314, test accuracy=0.7845000000000001

counter#222 epoch: 2, test mean loss=0.4505392115642784, test accuracy=0.7835

counter#223 epoch: 2, test mean loss=0.44892155008843326, test accuracy=0.7855
